Epeak p_NT gamma logU dens met OH CII_1335 CIV_1551 HeII_1640 CIII_1909 Hbeta OIII_5007 Halpha NII_6583 CI_9850 SIII_9531 HeI_10830 PaGamma PII_1188 FeII_1257 PaBeta FeII_132 FeII_164 PaAlpha
-1.0 0.4 2.0 -2.0 4.0 0.014 8.515 12.851 431.013 352.733 497.876 100.0 1303.378 294.052 53.015 39.761 92.206 51.718 7.361 2.005 8.327 13.801 2.203 7.043 26.824
-1.0 0.1 2.0 -1.0 4.0 0.014 8.515 5.267 563.814 585.031 270.852 100.0 563.761 292.765 20.743 26.246 33.211 21.014 6.455 0.939 4.128 12.854 1.092 3.492 24.387
-1.0 0.25 2.0 -1.0 4.0 0.014 8.515 5.119 446.005 465.387 225.996 100.0 451.445 298.16 34.998 96.466 59.333 19.67 6.297 2.438 10.875 12.704 2.877 9.198 24.261
-1.0 0.4 2.0 -1.0 4.0 0.014 8.515 5.038 344.41 368.677 186.172 100.0 355.736 303.389 48.797 177.125 89.084 18.391 6.091 3.976 17.78 12.504 4.704 15.038 23.94
-1.7 0.1 2.0 -4.0 4.0 0.02 8.67 22.797 0.008 41.217 18.452 100.0 41.644 280.845 267.93 10.635 63.593 121.56 8.821 3.751 6.683 15.65 1.768 5.653 30.869
-1.7 0.25 2.0 -4.0 4.0 0.02 8.67 23.897 0.01 47.98 19.678 100.0 43.14 281.776 269.953 11.084 66.687 120.906 8.79 3.938 7.644 15.612 2.022 6.465 30.834
-1.7 0.4 2.0 -4.0 4.0 0.02 8.67 23.912 0.013 56.06 21.082 100.0 44.478 283.04 271.129 11.733 72.106 119.558 8.739 4.249 9.299 15.55 2.46 7.865 30.756
-1.7 0.1 2.0 -3.5 4.0 0.02 8.67 27.664 0.189 56.856 45.675 100.0 840.098 279.684 137.689 0.519 113.882 125.552 8.777 2.035 1.939 15.559 0.921 1.64 30.563
-1.7 0.25 2.0 -3.5 4.0 0.02 8.67 27.836 0.228 67.089 50.644 100.0 910.55 280.253 144.455 0.57 119.718 124.105 8.721 2.376 3.768 15.497 1.288 3.187 30.391
-1.7 0.4 2.0 -3.5 4.0 0.02 8.67 27.301 0.28 79.207 56.809 100.0 989.188 281.102 156.164 0.687 130.21 121.888 8.642 2.84 6.156 15.41 1.871 5.206 30.155
-1.7 0.1 2.0 -3.0 4.0 0.02 8.67 29.619 2.401 65.299 71.009 100.0 304.267 280.228 236.845 2.54 152.403 124.375 8.785 2.921 3.482 15.531 0.513 2.945 30.649
-1.7 0.25 2.0 -3.0 4.0 0.02 8.67 29.049 2.866 78.93 84.195 100.0 323.496 281.176 240.464 2.66 163.056 123.514 8.739 3.166 4.87 15.446 0.997 4.119 30.553
-1.7 0.4 2.0 -3.0 4.0 0.02 8.67 28.222 3.546 94.986 102.173 100.0 344.379 282.271 246.073 2.881 178.275 121.708 8.674 3.575 7.074 15.329 1.628 5.983 30.399
-1.7 0.1 2.0 -2.0 4.0 0.02 8.67 27.516 42.958 96.152 142.573 100.0 1647.099 277.828 35.625 0.041 134.662 116.447 8.691 0.725 1.297 15.363 0.343 1.097 30.055
-1.7 0.25 2.0 -2.0 4.0 0.02 8.67 26.002 66.441 119.24 190.681 100.0 1828.844 278.399 48.651 0.685 142.887 116.768 8.593 1.196 3.391 15.202 0.897 2.868 29.72
-1.7 0.4 2.0 -2.0 4.0 0.02 8.67 24.091 102.886 145.234 253.596 100.0 1990.85 279.731 63.662 9.875 150.143 114.5 8.465 1.77 5.938 15.01 1.571 5.022 29.342
-1.7 0.1 2.0 -1.0 4.0 0.02 8.67 14.21 288.5 262.577 176.005 100.0 2273.764 276.046 19.647 11.253 67.98 100.473 8.393 0.781 2.875 14.83 0.761 2.431 28.71
-1.7 0.25 2.0 -1.0 4.0 0.02 8.67 11.814 428.881 300.165 232.127 100.0 2265.192 280.015 38.316 68.233 82.554 90.975 8.113 2.19 8.956 14.423 2.369 7.575 28.008
-1.7 0.4 2.0 -1.0 4.0 0.02 8.67 9.816 543.661 325.149 285.261 100.0 2033.477 285.356 62.005 144.704 105.405 76.816 7.781 3.867 16.4 13.989 4.338 13.871 27.206
-1.0 0.1 2.0 -4.0 4.0 0.02 8.67 22.065 0.035 171.162 38.964 100.0 53.678 293.443 330.034 29.053 131.008 119.666 8.187 6.463 19.044 14.874 5.038 16.108 29.24
-1.0 0.25 2.0 -4.0 4.0 0.02 8.67 21.604 0.034 166.01 37.42 100.0 49.643 294.172 322.654 29.794 141.107 116.601 8.162 6.662 20.512 14.842 5.426 17.349 29.225
-1.0 0.4 2.0 -4.0 4.0 0.02 8.67 20.835 0.033 158.376 35.182 100.0 44.224 295.136 311.572 30.838 154.299 112.061 8.127 6.949 22.615 14.798 5.983 19.127 29.207
-1.0 0.1 2.0 -3.5 4.0 0.02 8.67 28.388 1.289 248.526 140.177 100.0 1800.818 288.508 204.328 1.593 198.863 113.352 8.051 2.677 7.042 14.722 3.108 5.956 28.383
-1.0 0.25 2.0 -3.5 4.0 0.02 8.67 27.783 1.241 239.802 135.073 100.0 1714.998 290.096 210.458 1.958 208.33 109.915 7.993 3.113 9.473 14.678 3.621 8.012 28.318
-1.0 0.4 2.0 -3.5 4.0 0.02 8.67 26.774 1.167 226.891 127.528 100.0 1592.339 292.205 217.9 3.305 219.988 104.887 7.918 3.746 12.782 14.612 4.372 10.811 28.234
-1.0 0.1 2.0 -3.0 4.0 0.02 8.67 30.494 25.738 320.833 379.129 100.0 588.461 291.849 322.207 7.167 248.773 109.208 8.095 4.433 11.748 14.608 1.863 9.937 28.762
-1.0 0.25 2.0 -3.0 4.0 0.02 8.67 29.879 25.24 307.69 369.711 100.0 552.092 292.94 319.279 7.609 254.312 105.026 8.057 4.728 13.686 14.545 2.506 11.576 28.729
-1.0 0.4 2.0 -3.0 4.0 0.02 8.67 28.856 24.248 288.899 353.651 100.0 501.837 294.372 314.166 8.389 260.336 99.254 8.004 5.181 16.526 14.461 3.381 13.978 28.668
-1.0 0.1 2.0 -2.0 4.0 0.02 8.67 18.138 620.184 510.003 721.851 100.0 2292.354 283.668 61.517 0.684 125.157 85.627 7.805 1.026 3.438 14.209 0.909 2.908 27.357
-1.0 0.25 2.0 -2.0 4.0 0.02 8.67 17.431 594.205 469.305 701.674 100.0 2138.977 287.003 77.874 19.956 128.322 79.722 7.69 1.855 7.122 14.103 1.884 6.024 27.275
-1.0 0.4 2.0 -2.0 4.0 0.02 8.67 16.422 552.034 415.924 662.229 100.0 1913.357 291.399 95.163 59.834 132.033 72.032 7.537 2.836 11.497 13.954 3.042 9.724 27.14
-1.0 0.1 2.0 -1.0 4.0 0.02 8.67 7.292 779.352 718.697 403.607 100.0 884.568 291.901 39.838 41.264 49.663 30.276 6.599 1.407 6.078 12.983 1.608 5.14 24.717
-1.0 0.25 2.0 -1.0 4.0 0.02 8.67 7.194 612.387 559.985 338.653 100.0 707.238 297.878 67.189 143.828 84.332 27.675 6.409 3.568 15.737 12.784 4.163 13.31 24.5
-1.0 0.4 2.0 -1.0 4.0 0.02 8.67 7.221 472.263 435.882 281.325 100.0 557.821 303.542 93.19 258.259 123.417 25.317 6.183 5.718 25.328 12.558 6.701 21.423 24.126
-1.7 0.1 2.0 -4.0 4.0 0.04 8.971 24.888 0.007 39.981 10.814 100.0 46.335 280.213 677.897 17.016 91.395 108.46 9.014 6.163 12.644 15.986 3.345 10.694 31.699
-1.7 0.25 2.0 -4.0 4.0 0.04 8.971 25.616 0.008 46.864 12.017 100.0 48.851 280.672 694.766 17.996 96.951 108.802 8.989 6.444 13.875 15.948 3.67 11.735 31.646
-1.7 0.4 2.0 -4.0 4.0 0.04 8.971 25.665 0.01 55.194 13.553 100.0 51.457 281.453 711.238 19.321 105.445 108.625 8.947 6.86 15.911 15.888 4.209 13.458 31.561
-1.7 0.1 2.0 -3.5 4.0 0.04 8.971 31.873 0.179 56.526 24.403 100.0 902.486 279.669 358.65 0.914 159.683 109.261 8.977 3.266 3.376 15.925 1.778 2.856 31.467
-1.7 0.25 2.0 -3.5 4.0 0.04 8.971 31.896 0.206 66.856 28.034 100.0 993.133 279.976 375.753 1.008 168.983 108.593 8.926 3.674 5.707 15.866 2.203 4.827 31.288
-1.7 0.4 2.0 -3.5 4.0 0.04 8.971 31.201 0.239 79.25 32.86 100.0 1101.09 280.368 406.313 1.254 184.914 107.391 8.853 4.305 9.099 15.778 2.953 7.696 31.025
-1.7 0.1 2.0 -3.0 4.0 0.04 8.971 37.336 2.531 67.016 38.246 100.0 321.872 279.941 595.562 4.168 215.273 107.034 8.988 4.706 6.722 15.902 0.893 5.686 31.539
-1.7 0.25 2.0 -3.0 4.0 0.04 8.971 36.555 2.782 81.018 46.529 100.0 347.718 280.51 612.959 4.412 231.403 106.382 8.95 5.0 8.327 15.817 1.51 7.043 31.441
-1.7 0.4 2.0 -3.0 4.0 0.04 8.971 35.417 3.095 97.736 58.457 100.0 377.5 281.155 635.793 4.833 256.271 105.202 8.893 5.522 11.161 15.695 2.407 9.44 31.274
-1.7 0.1 2.0 -2.0 4.0 0.04 8.971 38.86 34.371 112.856 107.084 100.0 1982.339 278.105 105.78 0.12 207.969 101.401 8.86 1.256 2.03 15.681 0.537 1.717 30.817
-1.7 0.25 2.0 -2.0 4.0 0.04 8.971 36.602 53.907 139.816 153.867 100.0 2267.895 278.284 136.444 3.699 225.618 101.426 8.759 1.98 5.397 15.5 1.428 4.565 30.416
-1.7 0.4 2.0 -2.0 4.0 0.04 8.971 33.809 87.646 170.684 221.074 100.0 2555.535 279.005 180.712 26.389 244.256 100.103 8.629 2.883 9.528 15.28 2.521 8.059 29.952
-1.7 0.1 2.0 -1.0 4.0 0.04 8.971 20.857 378.006 340.041 198.167 100.0 2929.463 276.065 69.032 30.118 126.966 91.262 8.494 1.518 5.44 15.011 1.439 4.601 29.142
-1.7 0.25 2.0 -1.0 4.0 0.04 8.971 16.689 530.334 375.105 284.019 100.0 2952.745 280.033 139.146 158.92 153.169 80.744 8.167 4.077 16.7 14.504 4.418 14.125 28.228
-1.7 0.4 2.0 -1.0 4.0 0.04 8.971 13.645 632.221 383.045 365.221 100.0 2609.353 285.864 225.937 319.654 187.388 65.875 7.762 6.891 29.474 13.923 7.797 24.929 27.138
-1.0 0.1 2.0 -4.0 4.0 0.04 8.971 25.796 0.03 176.126 41.019 100.0 77.259 287.024 1005.733 53.769 216.769 115.666 8.497 10.981 32.92 15.23 8.709 27.844 30.055
-1.0 0.25 2.0 -4.0 4.0 0.04 8.971 25.43 0.03 171.709 40.085 100.0 72.218 287.747 987.832 55.306 232.262 113.314 8.465 11.202 34.927 15.188 9.24 29.541 30.011
-1.0 0.4 2.0 -4.0 4.0 0.04 8.971 24.822 0.03 164.984 38.622 100.0 65.339 288.752 960.043 57.529 252.721 109.733 8.418 11.525 37.823 15.125 10.006 31.99 29.942
-1.0 0.1 2.0 -3.5 4.0 0.04 8.971 32.954 0.903 255.077 124.025 100.0 2415.8 282.373 619.584 3.587 327.933 107.796 8.452 4.51 12.168 15.14 5.407 10.292 29.421
-1.0 0.25 2.0 -3.5 4.0 0.04 8.971 32.569 0.887 247.629 122.376 100.0 2339.359 283.63 639.198 4.729 345.318 105.386 8.391 5.104 15.716 15.08 6.147 13.292 29.3
-1.0 0.4 2.0 -3.5 4.0 0.04 8.971 31.901 0.859 236.542 119.466 100.0 2225.515 285.416 667.223 10.295 367.729 101.731 8.303 6.017 20.74 14.987 7.262 17.542 29.116
-1.0 0.1 2.0 -3.0 4.0 0.04 8.971 36.488 16.223 334.245 310.048 100.0 778.231 285.271 969.211 14.07 411.398 101.783 8.462 7.521 20.437 15.069 3.219 17.286 29.707
-1.0 0.25 2.0 -3.0 4.0 0.04 8.971 36.054 16.284 322.957 310.565 100.0 739.454 286.224 966.151 15.127 425.515 99.126 8.416 7.898 23.237 14.989 4.158 19.654 29.624
-1.0 0.4 2.0 -3.0 4.0 0.04 8.971 35.442 16.264 307.178 310.234 100.0 684.404 287.536 958.985 17.119 442.932 95.281 8.349 8.509 27.451 14.871 5.487 23.218 29.49
-1.0 0.1 2.0 -2.0 4.0 0.04 8.971 24.726 665.992 577.95 803.817 100.0 3224.324 280.324 205.388 4.491 233.477 74.222 8.147 1.736 6.255 14.582 1.655 5.291 28.223
-1.0 0.25 2.0 -2.0 4.0 0.04 8.971 24.17 655.596 536.287 807.754 100.0 3071.968 283.338 255.18 48.608 240.175 70.496 8.022 3.004 12.06 14.44 3.19 10.201 28.046
-1.0 0.4 2.0 -2.0 4.0 0.04 8.971 23.429 631.881 481.894 798.227 100.0 2831.629 287.419 315.238 127.276 247.637 65.494 7.85 4.622 19.386 14.244 5.128 16.396 27.777
-1.0 0.1 2.0 -1.0 4.0 0.04 8.971 13.089 935.972 759.833 586.868 100.0 1255.384 291.874 166.655 92.572 103.309 27.36 6.951 2.426 11.201 13.351 2.963 9.474 25.677
-1.0 0.25 2.0 -1.0 4.0 0.04 8.971 12.911 742.63 574.409 504.229 100.0 999.78 298.286 249.233 310.94 152.322 26.095 6.67 6.156 27.921 12.984 7.386 23.615 25.115
-1.0 0.4 2.0 -1.0 4.0 0.04 8.971 13.077 590.942 437.509 438.544 100.0 798.512 304.154 329.719 553.078 210.615 24.751 6.393 9.898 44.689 12.673 11.822 37.798 24.55
-1.7 0.1 2.0 -4.0 4.0 0.06 9.147 27.28 0.006 38.495 4.974 100.0 40.543 281.136 1024.809 19.854 99.793 96.302 9.144 7.578 17.478 16.252 4.624 14.783 32.389
-1.7 0.25 2.0 -4.0 4.0 0.06 9.147 27.717 0.007 45.257 5.669 100.0 43.053 281.388 1060.405 21.192 106.638 97.138 9.121 7.931 18.922 16.213 5.006 16.004 32.325
-1.7 0.4 2.0 -4.0 4.0 0.06 9.147 27.598 0.009 53.564 6.628 100.0 45.876 281.89 1099.923 23.023 116.928 97.756 9.082 8.434 21.223 16.152 5.614 17.95 32.228
-1.7 0.1 2.0 -3.5 4.0 0.06 9.147 36.464 0.192 55.624 11.559 100.0 861.152 280.403 573.471 1.176 176.349 97.115 9.094 4.095 4.658 16.189 2.549 3.94 32.075
-1.7 0.25 2.0 -3.5 4.0 0.06 9.147 36.316 0.215 65.793 13.545 100.0 955.523 280.607 603.08 1.307 187.267 96.994 9.044 4.532 7.23 16.131 2.997 6.115 31.892
-1.7 0.4 2.0 -3.5 4.0 0.06 9.147 35.399 0.242 78.026 16.334 100.0 1071.498 280.818 653.348 1.667 205.67 96.51 8.972 5.258 11.261 16.041 3.827 9.524 31.61
-1.7 0.1 2.0 -3.0 4.0 0.06 9.147 45.161 2.773 67.84 20.542 100.0 286.425 280.784 914.914 5.013 248.033 96.138 9.117 5.787 9.636 16.143 1.232 8.15 32.213
-1.7 0.25 2.0 -3.0 4.0 0.06 9.147 44.187 2.957 81.845 25.586 100.0 311.16 281.177 949.368 5.35 267.125 95.878 9.082 6.111 11.33 16.057 1.913 9.583 32.112
-1.7 0.4 2.0 -3.0 4.0 0.06 9.147 42.777 3.14 98.71 33.071 100.0 340.805 281.644 994.057 5.915 297.431 95.246 9.026 6.689 14.465 15.929 2.979 12.234 31.939
-1.7 0.1 2.0 -2.0 4.0 0.06 9.147 50.349 30.915 124.685 83.535 100.0 2119.453 278.65 187.219 0.216 261.607 93.332 8.951 1.693 2.645 15.867 0.7 2.237 31.276
-1.7 0.25 2.0 -2.0 4.0 0.06 9.147 47.281 47.587 153.919 127.221 100.0 2473.96 278.682 235.657 7.055 287.028 93.275 8.845 2.583 6.946 15.672 1.838 5.875 30.838
-1.7 0.4 2.0 -2.0 4.0 0.06 9.147 43.418 78.522 187.221 193.197 100.0 2843.644 279.116 315.417 40.093 314.903 91.706 8.712 3.709 12.279 15.435 3.248 10.385 30.328
-1.7 0.1 2.0 -1.0 4.0 0.06 9.147 27.771 450.359 384.829 207.675 100.0 3255.703 276.493 136.221 47.096 176.123 84.001 8.547 2.144 7.637 15.12 2.02 6.46 29.421
-1.7 0.25 2.0 -1.0 4.0 0.06 9.147 21.669 611.654 416.836 311.91 100.0 3335.814 279.993 285.647 237.065 212.862 74.002 8.205 5.654 23.356 14.567 6.179 19.755 28.391
-1.7 0.4 2.0 -1.0 4.0 0.06 9.147 17.286 696.892 409.647 408.241 100.0 2944.251 285.761 464.719 464.82 253.439 59.833 7.755 9.322 40.309 13.881 10.664 34.093 27.097
-1.0 0.1 2.0 -4.0 4.0 0.06 9.147 25.787 0.019 176.437 28.118 100.0 77.79 284.104 1745.647 70.894 264.302 109.762 8.694 14.084 43.991 15.507 11.638 37.207 30.72
-1.0 0.25 2.0 -4.0 4.0 0.06 9.147 25.456 0.019 172.409 27.867 100.0 73.196 284.761 1720.442 73.126 282.926 107.802 8.659 14.306 46.306 15.457 12.25 39.166 30.656
-1.0 0.4 2.0 -4.0 4.0 0.06 9.147 24.936 0.02 166.374 27.442 100.0 66.954 285.677 1681.463 76.439 307.927 104.82 8.606 14.641 49.686 15.379 13.144 42.024 30.549
-1.0 0.1 2.0 -3.5 4.0 0.06 9.147 34.327 0.575 254.474 80.52 100.0 2559.979 280.388 1098.786 5.536 399.405 99.708 8.646 5.809 16.249 15.432 7.265 13.744 30.083
-1.0 0.25 2.0 -3.5 4.0 0.06 9.147 33.918 0.566 247.924 80.861 100.0 2504.515 281.329 1139.839 7.76 422.858 97.919 8.585 6.494 20.576 15.361 8.164 17.403 29.929
-1.0 0.4 2.0 -3.5 4.0 0.06 9.147 33.225 0.55 237.945 80.877 100.0 2418.309 282.679 1199.755 18.962 453.63 95.119 8.498 7.55 26.644 15.255 9.522 22.535 29.706
-1.0 0.1 2.0 -3.0 4.0 0.06 9.147 41.008 9.918 336.142 214.545 100.0 775.367 282.587 1686.988 19.543 511.868 93.082 8.669 9.628 27.463 15.349 4.299 23.228 30.402
-1.0 0.25 2.0 -3.0 4.0 0.06 9.147 40.438 10.096 326.621 219.421 100.0 742.238 283.342 1690.826 21.251 533.916 91.332 8.622 10.056 30.86 15.258 5.443 26.101 30.287
-1.0 0.4 2.0 -3.0 4.0 0.06 9.147 39.662 10.28 312.815 225.588 100.0 694.403 284.424 1689.98 24.581 561.78 88.762 8.551 10.758 35.995 15.129 7.048 30.444 30.115
-1.0 0.1 2.0 -2.0 4.0 0.06 9.147 30.465 662.251 608.592 793.234 100.0 3744.612 278.833 401.026 10.164 326.064 67.018 8.313 2.253 8.689 14.79 2.299 7.349 28.704
-1.0 0.25 2.0 -2.0 4.0 0.06 9.147 29.739 663.879 566.734 814.308 100.0 3618.872 281.452 497.866 72.133 335.841 64.517 8.189 3.811 15.995 14.632 4.231 13.528 28.484
-1.0 0.4 2.0 -2.0 4.0 0.06 9.147 28.936 655.656 512.645 829.399 100.0 3402.733 285.026 620.5 179.956 346.395 60.997 8.017 5.899 25.55 14.415 6.759 21.61 28.156
-1.0 0.1 2.0 -1.0 4.0 0.06 9.147 17.575 1056.017 775.919 679.192 100.0 1571.262 290.539 376.849 136.526 158.431 27.022 7.21 3.259 15.781 13.617 4.175 13.348 26.372
-1.0 0.25 2.0 -1.0 4.0 0.06 9.147 17.352 841.588 576.808 598.511 100.0 1260.598 297.042 527.427 454.471 212.853 26.229 6.861 8.331 38.566 13.12 10.202 32.619 25.539
-1.0 0.4 2.0 -1.0 4.0 0.06 9.147 17.777 680.997 434.536 540.633 100.0 1028.124 302.732 680.426 807.943 281.688 25.263 6.547 13.475 61.697 12.73 16.322 52.183 24.799
